0.184,0.572
0.183,0.572
0.182,0.572
0.181,0.572
0.18,0.571
0.179,0.571
0.177,0.571
0.175,0.571
0.175,0.571
0.174,0.571
0.172,0.571
0.17,0.571
0.169,0.571
0.167,0.571
0.165,0.571
0.164,0.571
0.163,0.571
0.162,0.571
0.161,0.571
0.16,0.571
0.159,0.571
0.158,0.571
0.157,0.571
0.156,0.571
0.157,0.571
0.156,0.571
0.154,0.571
0.152,0.571
0.151,0.571
0.149,0.571
0.149,0.571
0.148,0.571
0.147,0.571
0.146,0.571
0.144,0.57
0.143,0.57
0.143,0.57
0.141,0.57
0.139,0.57
0.137,0.57
0.137,0.57
0.137,0.57
0.136,0.57
0.135,0.57
0.135,0.57
0.135,0.57
0.136,0.57
0.136,0.57
0.134,0.57
0.133,0.57
0.133,0.57
0.133,0.57
0.131,0.57
0.13,0.57
0.129,0.57
0.127,0.57
0.125,0.57
0.124,0.57
0.124,0.57
0.122,0.57
0.121,0.57
0.121,0.57
0.121,0.57
0.12,0.57
0.12,0.57
0.118,0.57
0.118,0.57
0.118,0.57
0.117,0.57
0.118,0.57
0.12,0.57
0.119,0.57
0.118,0.57
0.117,0.57
0.116,0.57
0.114,0.57
0.113,0.57
0.112,0.57
0.11,0.57
0.108,0.57
0.108,0.57
0.108,0.57
0.106,0.57
0.105,0.57
0.106,0.57
0.108,0.57
0.108,0.57
0.108,0.57
0.108,0.57
0.107,0.57
0.109,0.57
0.111,0.57
0.112,0.57
0.113,0.57
0.113,0.57
0.113,0.57
0.112,0.57
0.111,0.57
0.11,0.57
0.111,0.57
0.112,0.57
0.111,0.57
0.11,0.57
0.109,0.57
0.109,0.57
0.11,0.57
0.11,0.57
0.11,0.57
0.111,0.57
0.111,0.57
0.112,0.57
0.114,0.57
0.113,0.57
0.112,0.57
0.112,0.57
0.113,0.57
0.115,0.57
0.115,0.57
0.115,0.57
0.114,0.57
0.115,0.57
0.116,0.57
0.117,0.57
0.118,0.57
0.119,0.57
0.119,0.57
0.119,0.57
0.119,0.57
0.119,0.57
0.12,0.57
0.121,0.57
0.121,0.57
0.121,0.57
0.123,0.57
0.124,0.57
0.126,0.57
0.126,0.57
0.127,0.57
0.128,0.57
0.128,0.57
0.128,0.57
0.129,0.57
0.132,0.57
0.134,0.57
0.134,0.57
0.135,0.57
0.137,0.57
0.136,0.57
0.138,0.57
0.139,0.57
0.14,0.57
0.141,0.57
0.142,0.57
0.143,0.57
0.145,0.571
0.144,0.57
0.144,0.57
0.145,0.571
0.146,0.571
0.147,0.571
0.149,0.571
0.15,0.571
0.15,0.571
0.151,0.571
0.152,0.571
0.153,0.571
0.155,0.571
0.155,0.571
0.156,0.571
0.158,0.571
0.159,0.571
0.162,0.571
0.163,0.571
0.163,0.571
0.163,0.571
0.163,0.571
0.163,0.571
0.163,0.571
0.165,0.571
0.165,0.571
0.165,0.571
0.166,0.571
0.168,0.571
0.17,0.571
0.172,0.571
0.174,0.571
0.174,0.571
0.175,0.571
0.175,0.571
0.176,0.571
0.176,0.571
0.177,0.571
0.177,0.571
0.177,0.571
0.178,0.571
0.178,NaN
0.177,NaN
0.175,NaN
0.173,NaN
0.17,NaN
0.167,NaN
0.164,NaN
0.162,NaN
0.159,NaN
0.156,NaN
0.154,NaN
0.152,NaN
0.148,NaN
0.145,NaN
0.143,NaN
0.141,NaN
0.135,NaN
0.132,NaN
0.129,NaN
0.127,NaN
0.123,NaN
0.12,NaN
0.117,NaN
0.113,NaN
0.11,NaN
0.109,NaN
0.103,NaN
0.1,NaN
0.098,NaN
0.096,NaN
0.094,NaN
0.093,NaN
0.093,NaN
0.092,NaN
0.092,NaN
0.092,NaN
0.092,NaN
0.092,NaN
0.092,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.091,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.09,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.089,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.088,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.087,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.086,NaN
0.085,NaN
0.086,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.085,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.084,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.083,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.082,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.081,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.08,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.079,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.078,NaN
0.077,NaN
0.077,NaN
0.077,NaN
0.076,NaN
0.076,NaN
0.075,NaN
0.075,NaN
0.075,NaN
0.075,NaN
0.074,NaN
0.074,NaN
0.074,NaN
0.073,NaN
0.073,NaN
0.073,NaN
0.073,NaN
0.072,NaN
0.072,NaN
0.072,NaN
0.071,NaN
0.071,NaN
0.071,NaN
0.071,NaN
0.07,NaN
0.07,NaN
0.07,NaN
0.069,NaN
0.069,NaN
0.069,NaN
0.068,NaN
0.068,NaN
0.068,NaN
0.068,NaN
0.067,NaN
0.067,NaN
0.067,NaN
0.066,NaN
0.066,NaN
0.066,NaN
0.065,NaN
0.065,NaN
0.065,NaN
0.064,NaN
0.064,NaN
0.064,NaN
0.063,NaN
0.063,NaN
0.063,NaN
0.062,NaN
0.062,NaN
0.062,NaN
0.061,NaN
0.061,NaN
0.061,NaN
0.06,NaN
0.06,NaN
0.06,NaN
0.059,NaN
0.059,NaN
0.059,NaN
0.058,NaN
0.058,NaN
0.058,NaN
0.057,NaN
0.057,NaN
0.057,NaN
0.056,NaN
0.056,NaN
0.056,NaN
0.055,NaN
0.055,NaN
0.054,NaN
0.054,NaN
0.054,NaN
0.053,NaN
0.053,NaN
0.052,NaN
0.052,NaN
0.052,NaN
0.051,NaN
0.051,NaN
0.051,NaN
0.05,NaN
0.05,NaN
0.049,NaN
0.049,NaN
0.048,NaN
0.048,NaN
0.048,NaN
0.047,NaN
0.047,NaN
0.046,NaN
0.046,NaN
0.045,NaN
0.045,NaN
0.045,NaN
0.044,NaN
0.044,NaN
0.043,NaN
0.043,NaN
0.042,NaN
0.042,NaN
0.041,NaN
0.041,NaN
0.04,NaN
0.04,NaN
0.039,NaN
0.039,NaN
0.038,NaN
0.038,NaN
0.037,NaN
0.037,NaN
0.036,NaN
0.036,NaN
0.035,NaN
0.035,NaN
0.034,NaN
0.033,NaN
0.033,NaN
0.032,NaN
0.032,NaN
0.031,NaN
0.03,NaN
0.03,NaN
0.029,NaN
0.029,NaN
0.028,NaN
0.027,NaN
0.027,NaN
0.026,NaN
0.026,NaN
0.025,NaN
0.024,NaN
0.024,NaN
0.023,NaN
0.022,NaN
0.022,NaN
0.021,NaN
0.021,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.021,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.021,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
0.02,NaN
